Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	age	gender	accuracy	country
4	3	1	2	4	2	4	4	2	3	1	4	27	2	70	NO
4	5	1	1	5	5	4	5	1	1	1	1	28	1	90	IN
1	1	4	4	4	2	4	3	3	4	4	4	39	2	90	US
4	2	4	1	4	1	3	5	4	3	2	3	24	2	100	US
1	1	5	5	5	2	2	2	5	4	4	2	17	2	90	GB
2	2	3	2	4	2	1	4	3	3	2	5	38	2	60	HU
4	2	2	1	5	4	4	3	4	1	2	2	17	2	98	US
5	5	2	2	5	3	3	3	4	3	2	2	21	2	90	PK
4	4	2	2	4	4	4	4	3	2	2	2	38	2	90	US
4	1	2	1	4	4	3	5	4	2	3	4	26	2	98	PH
4	3	5	3	5	5	5	5	5	3	5	3	14	3	95	IN
5	2	1	1	5	4	1	5	5	1	2	2	166	2	50	IN
1	1	3	4	5	2	4	1	2	5	5	5	35	1	70	AR
1	1	3	3	4	2	4	3	1	2	3	3	19	1	50	ZA
4	3	4	5	4	5	2	4	4	1	4	4	23	2	90	AU
4	3	2	3	2	4	5	4	2	1	1	2	18	1	80	SG
5	5	2	3	5	4	4	3	1	4	2	3	18	1	50	BR
4	4	2	2	2	4	4	4	2	2	2	2	72	2	70	US
4	2	4	4	5	3	1	2	5	4	4	4	18	2	90	PL
4	2	4	2	3	4	2	3	4	4	4	4	16	1	60	NL
5	4	2	2	4	5	5	4	1	2	2	2	16	2	90	US
4	2	4	4	4	2	4	5	2	4	4	4	58	2	80	GB
4	3	1	1	2	4	5	3	1	2	1	2	16	2	98	US
4	2	4	1	4	2	5	2	1	2	2	4	41	2	100	US
4	2	4	3	4	4	4	4	4	2	3	4	17	2	60	CA
1	4	4	5	3	1	3	3	4	4	4	2	20	2	90	US
5	5	2	1	2	5	1	4	5	4	2	2	55	2	100	US
5	5	2	4	4	2	5	3	2	4	4	2	30	2	80	AU
3	2	2	4	4	3	4	3	4	4	4	2	14	1	80	CA
5	2	2	4	3	5	5	3	2	2	2	5	20	2	90	SA
4	4	2	1	5	4	5	4	1	1	1	3	42	2	90	US
4	2	4	4	5	4	5	5	3	4	4	3	19	2	78	US
5	4	3	2	4	5	4	2	4	2	1	3	14	1	78	US
4	1	1	4	3	2	4	2	4	1	1	4	65	1	40	US
4	1	4	4	5	2	5	3	2	4	4	4	46	2	100	US
5	3	1	1	2	3	5	4	2	2	1	2	28	1	90	ZA
5	5	3	3	3	4	4	4	2	3	3	2	15	2	85	US
4	4	2	2	4	5	5	4	2	2	2	3	58	2	100	US
3	4	5	5	5	3	4	5	2	4	5	4	18	2	99	IE
5	5	1	1	4	5	5	5	2	1	1	5	49	1	100	US
4	3	1	1	4	4	5	5	1	2	1	2	31	2	85	US
2	5	4	5	5	2	3	2	5	4	5	2	18	1	100	US
5	4	4	2	1	5	5	4	1	1	4	2	40	2	100	US
2	2	4	4	4	3	2	2	4	4	4	4	55	2	50	US
4	1	2	5	4	4	4	4	2	4	4	4	17	1	60	GB
1	1	5	5	4	2	1	4	5	5	4	5	16	1	99	GB
5	4	2	1	3	4	3	3	2	4	3	4	29	1	100	FR
4	4	2	2	4	3	4	4	4	3	2	3	15	2	80	AU
4	1	1	1	5	4	2	2	1	1	1	1	21	2	80	IN
3	3	4	4	4	5	4	4	4	3	2	2	44	2	99	BA
5	3	2	3	4	5	5	5	2	2	2	2	18	2	60	SA
5	5	2	2	4	5	5	5	2	2	1	2	46	2	97	GB
4	2	4	3	4	4	5	4	2	2	3	1	16	1	100	US
5	4	3	4	5	4	1	2	5	4	2	4	27	2	90	IE
2	3	5	4	5	3	2	2	2	4	5	5	19	2	60	GB
2	4	2	4	4	5	5	2	5	4	2	5	19	2	90	US
5	5	2	1	4	5	5	5	3	2	2	4	24	1	100	US
4	4	2	1	3	5	5	4	1	1	1	2	53	1	85	US
4	1	5	5	5	4	1	3	2	3	2	2	21	2	50	US
2	2	4	4	4	2	2	2	5	4	4	4	16	1	100	GB
5	5	1	1	2	5	4	3	2	1	1	1	47	1	100	US
2	1	4	5	4	2	4	4	5	5	4	5	22	1	100	CA
1	1	4	5	5	2	1	2	5	4	5	4	16	1	90	GB
4	4	3	4	4	4	5	4	2	3	1	3	22	1	70	BR
2	1	5	5	5	1	2	3	4	3	5	3	33	2	70	US
5	2	2	2	2	5	4	5	4	4	2	4	14	1	100	US
2	1	5	5	5	2	1	2	5	5	5	5	21	1	100	US
5	5	1	2	1	4	5	5	1	5	1	2	21	1	85	US
4	5	2	2	4	2	5	5	2	4	2	4	20	2	85	US
2	1	2	4	4	4	1	4	1	4	2	1	17	1	95	CA
2	4	2	4	4	4	4	3	2	4	3	4	20	2	80	AU
4	4	2	5	5	4	5	5	1	2	4	4	24	1	75	EE
5	4	3	2	4	4	4	4	2	3	2	2	44	2	85	AU
2	1	5	5	4	1	4	3	4	4	3	4	20	1	89	AE
5	5	1	2	4	5	5	3	1	1	4	2	35	2	90	US
4	1	4	4	4	4	3	2	1	2	4	2	15	2	99	PK
4	5	2	2	2	5	4	4	2	2	2	2	20	2	90	CA
4	2	4	4	5	4	4	3	4	2	4	4	38	2	98	US
5	5	4	4	2	5	4	2	4	2	4	3	25	1	85	US
4	3	3	4	4	2	4	5	4	3	4	4	55	1	100	US
4	4	4	3	4	4	3	3	2	4	2	2	23	2	75	GB
2	3	4	5	4	4	4	2	5	5	2	4	15	1	82	CN
4	4	2	3	4	5	5	4	1	2	2	3	16	2	89	US
1	1	5	4	5	1	1	2	4	4	4	4	57	2	100	NZ
2	4	2	4	2	4	4	4	2	4	2	4	33	2	90	US
4	4	2	3	2	4	5	4	2	2	2	4	18	1	80	AU
2	2	4	4	5	4	2	2	5	5	4	2	38	1	90	US
4	3	4	4	4	4	3	2	4	2	2	4	31	2	95	US
4	4	2	2	4	4	5	4	2	2	2	3	17	1	94	AU
1	5	4	5	5	5	3	4	4	2	5	3	26	2	70	CA
4	4	2	1	4	4	4	3	4	4	4	2	30	1	90	DE
5	2	2	2	5	5	5	5	5	2	2	4	24	2	98	IN
5	5	1	2	1	5	5	5	1	2	1	4	35	1	90	ES
5	4	4	2	4	4	5	5	2	2	2	1	19	1	95	US
4	4	4	2	4	4	4	4	4	3	4	3	19	2	80	CA
2	2	5	5	3	4	4	2	4	2	4	3	28	1	85	US
5	5	1	1	2	5	5	5	1	1	1	2	19	2	90	US
4	4	2	2	4	4	4	4	3	2	4	2	22	2	70	ZA
4	1	4	2	4	5	4	4	2	5	2	2	30	1	94	US
5	4	1	2	4	4	5	4	2	2	1	2	21	1	90	US
5	4	2	3	4	5	4	3	4	3	2	1	17	2	50	GB
4	2	4	2	4	4	4	4	4	3	4	5	13	1	99	GB
5	4	1	2	2	4	4	4	2	2	2	2	26	2	100	US
4	4	2	3	3	5	4	4	3	2	2	2	14	2	87	US
5	2	2	1	4	4	4	3	4	2	4	4	18	1	66	HR
4	3	2	2	4	2	5	4	2	2	1	3	19	2	40	GB
5	5	4	2	3	4	2	4	4	4	1	2	27	1	90	US
5	4	4	2	1	4	4	3	2	4	3	2	20	1	80	US
2	1	5	5	2	4	4	4	4	5	4	3	17	1	75	AR
4	5	2	2	5	4	4	4	2	1	4	4	25	2	90	US
3	2	5	2	2	3	5	5	1	1	1	1	13	2	50	US
2	2	2	1	1	5	5	5	1	1	2	4	22	1	90	US
4	2	4	2	4	3	3	3	4	3	2	2	45	1	75	AU
5	5	1	1	5	5	3	5	1	1	1	3	17	2	100	CA
4	5	2	2	4	4	4	3	1	2	2	3	15	2	95	US
5	5	4	2	3	4	4	3	1	2	2	1	28	2	90	AU
5	4	4	2	5	4	4	3	2	2	4	2	29	1	95	PH
4	3	4	4	4	5	2	4	4	3	2	3	20	2	90	IN
4	1	4	4	1	3	2	2	4	4	2	4	38	1	80	TR
4	4	2	3	4	4	4	4	4	2	4	2	46	1	75	GB
4	2	2	5	5	3	4	3	2	2	2	2	24	2	95	US
4	2	4	2	4	4	4	4	2	2	2	2	24	2	100	US
5	4	1	3	2	4	3	4	1	1	2	1	60	2	90	US
4	4	4	5	5	4	4	4	4	4	4	4	52	1	80	US
4	1	4	4	5	3	2	4	5	4	3	4	21	2	78	US
5	2	1	1	4	4	5	1	1	1	1	2	30	2	100	ZA
4	4	2	2	4	4	5	4	2	1	1	2	62	2	95	US
5	4	1	2	4	4	5	3	2	3	2	1	56	2	75	US
4	5	2	1	5	5	3	5	3	1	4	3	17	2	70	US
3	3	3	2	2	3	2	2	2	4	4	3	14	2	80	AE
4	3	2	2	4	4	3	4	3	2	4	4	32	1	50	US
4	2	4	5	3	4	3	4	4	2	4	5	16	2	90	AU
2	4	4	3	2	4	4	2	3	4	3	4	19	2	99	MX
5	4	1	1	2	5	4	3	1	2	1	2	15	2	99	AU
5	4	2	1	4	4	4	4	2	1	1	2	29	1	80	US
5	5	2	2	4	2	4	3	2	1	1	3	16	2	80	US
5	5	1	1	4	5	5	5	1	1	1	4	33	2	90	US
4	2	4	2	5	3	4	3	1	4	4	3	40	2	90	US
2	1	4	5	4	1	2	4	3	4	4	4	20	2	85	US
3	4	2	2	1	5	5	4	3	2	2	2	45	2	95	US
5	3	4	4	2	2	2	3	4	4	4	3	23	1	90	IE
4	5	4	4	5	5	2	4	2	4	2	4	14	1	57	GB
4	4	1	2	2	5	4	5	2	2	1	2	28	1	80	SE
5	2	1	1	2	5	5	5	2	2	1	2	23	1	80	IN
2	3	4	4	4	3	4	3	2	5	4	3	27	2	80	ID
4	1	1	5	2	5	5	5	2	3	4	1	21	1	100	NZ
4	4	5	3	4	4	4	2	2	2	2	4	23	1	80	GB
4	5	2	1	2	5	5	4	1	2	2	1	17	2	99	AU
4	2	1	1	5	5	5	5	1	4	4	3	21	1	90	PH
4	4	4	5	4	3	4	3	4	2	3	2	25	2	100	US
4	3	2	4	5	3	5	3	1	2	3	4	20	2	70	PH
4	2	5	3	4	3	4	5	3	4	5	5	15	2	97	US
1	1	5	5	5	2	2	2	4	4	5	5	20	2	95	US
3	2	5	3	4	2	4	4	4	4	4	4	23	2	90	NG
2	5	4	4	4	2	2	1	5	4	4	4	41	2	89	US
4	1	5	4	4	2	4	3	1	2	5	3	19	1	100	IN
4	4	1	1	1	5	5	2	1	2	4	3	36	2	100	US
4	2	2	2	2	4	5	4	2	2	2	4	24	2	80	US
4	4	1	5	3	5	5	4	2	1	1	2	52	1	90	US
4	3	5	2	4	4	5	4	2	4	3	4	16	1	90	GB
2	2	4	4	4	2	2	3	4	4	4	3	50	1	75	GB
4	2	4	4	4	1	3	5	1	2	1	4	24	1	90	A1
2	1	4	4	4	3	2	1	4	2	3	3	73	1	75	US
1	3	4	4	5	4	4	4	4	4	4	3	25	2	98	HU
5	4	1	1	1	5	5	4	1	1	1	1	51	1	100	US
4	5	1	1	4	2	5	4	2	2	2	1	22	1	80	US
4	2	4	4	2	2	2	3	4	4	4	4	15	2	65	TT
4	3	2	2	5	4	4	4	1	2	5	1	24	1	80	IN
4	4	2	2	2	1	4	2	2	2	2	4	33	1	95	US
3	2	4	3	5	2	4	4	2	2	4	4	40	2	80	US
4	2	4	4	2	1	2	3	2	4	4	4	18	2	86	US
4	4	4	2	2	5	5	4	3	2	4	3	38	2	75	US
4	1	4	4	4	3	4	3	4	4	3	4	28	2	50	ID
4	2	3	4	5	4	5	4	2	4	2	2	26	1	75	MX
5	4	1	2	2	4	4	3	2	2	2	3	28	1	85	US
5	4	2	4	5	5	5	5	1	5	5	1	20	2	85	CA
5	5	1	1	1	5	5	4	1	1	1	2	72	2	99	AU
3	4	3	4	4	3	3	3	4	4	4	3	16	2	65	MY
2	4	4	4	3	4	5	4	4	3	4	4	13	2	98	RS
4	3	5	4	2	1	5	4	3	5	3	5	19	1	66	NP
2	1	3	4	4	4	5	3	2	2	4	2	28	1	90	SE
4	4	4	3	4	4	5	5	4	4	3	4	46	2	95	US
2	3	5	4	4	4	1	2	5	4	3	5	46	2	98	US
4	4	3	2	5	2	4	3	3	4	2	2	17	2	95	JM
3	5	3	5	5	1	4	4	5	1	3	4	17	2	85	US
4	5	2	2	2	5	5	5	1	1	4	2	28	2	100	GB
4	4	1	2	4	4	4	4	2	2	2	2	54	2	75	US
4	4	2	2	4	4	4	3	2	2	2	4	51	2	85	US
5	1	4	4	4	4	1	2	4	5	5	4	46	2	80	GB
5	4	3	2	2	4	4	4	3	2	3	2	15	2	96	US
5	5	4	2	5	4	5	4	2	2	2	2	17	2	90	US
4	4	1	1	4	2	4	2	1	1	1	4	33	2	90	US
4	2	4	4	4	4	4	4	1	4	4	2	43	2	90	US
2	1	4	4	1	1	4	4	4	3	4	3	22	2	57	IN
4	5	1	1	4	4	5	5	1	2	1	2	18	1	92	AU
4	2	4	2	2	5	5	5	1	3	1	1	26	2	90	US
5	5	3	3	5	5	5	5	1	1	1	5	21	2	98	PH
4	3	2	1	5	4	5	5	1	1	3	4	29	1	90	ZA
4	2	4	2	3	4	3	4	2	3	3	2	37	1	80	IT
3	3	2	2	2	4	4	3	1	2	2	1	16	2	50	PH
4	3	4	2	3	4	4	3	1	4	4	3	15	2	80	GB
4	5	2	2	4	4	4	4	4	4	4	2	18	1	80	DE
2	4	2	5	5	5	3	3	2	2	1	3	13	2	80	US
4	4	1	1	2	4	5	4	2	2	1	2	20	1	90	NL
4	1	5	2	5	4	4	1	2	2	3	4	20	2	100	US
5	5	1	1	1	5	5	5	1	1	1	1	17	1	100	US
4	5	2	2	4	3	5	3	2	2	2	2	24	2	100	US
4	2	4	4	5	4	4	3	5	4	5	5	26	1	99	US
2	2	5	3	5	4	1	3	5	4	5	5	26	1	99	US
5	4	2	2	3	4	4	4	2	2	1	2	26	1	90	DE
5	4	1	1	3	5	4	5	1	1	1	4	19	2	85	CA
5	4	1	2	4	3	4	5	1	3	2	1	16	1	95	US
4	4	4	2	2	5	4	4	2	2	2	4	35	1	100	US
4	3	2	4	3	4	5	4	3	2	3	4	15	2	100	US
5	4	2	2	2	4	4	3	2	3	2	2	17	0	40	US
4	4	4	3	3	2	5	4	3	4	3	4	13	1	100	US
4	4	2	2	2	5	5	5	1	2	1	4	25	1	70	IL
4	3	1	2	2	5	5	5	1	2	2	3	15	1	80	US
5	4	2	2	1	4	4	3	1	1	1	4	45	2	100	US
4	3	2	4	4	4	5	4	3	2	2	4	20	2	90	GB
4	5	2	2	2	4	4	5	1	1	1	1	45	2	100	US
4	5	3	3	4	4	5	5	1	2	3	4	19	1	80	GR
5	4	1	1	3	5	4	5	2	1	1	1	24	1	85	US
4	3	5	5	4	2	4	4	4	5	5	4	17	1	70	PL
5	4	1	1	4	4	4	3	1	2	2	2	19	2	75	US
4	1	3	4	4	3	4	4	4	4	4	4	55	1	80	US
2	2	2	2	2	1	1	4	4	4	1	4	26	2	90	US
4	5	2	1	4	4	5	5	1	1	3	3	15	2	95	US
5	5	1	1	4	4	5	5	2	1	1	1	16	1	95	AU
5	4	2	1	1	4	5	5	1	1	1	1	17	1	99	AU
4	1	4	3	1	3	3	3	3	3	3	3	51	2	90	CA
5	4	2	1	4	5	3	5	4	1	1	3	18	2	90	CA
4	4	2	2	4	4	5	5	2	2	2	2	51	1	100	AU
4	4	2	2	4	3	5	5	4	3	4	2	27	1	40	PL
4	5	2	3	2	5	5	5	2	1	1	5	21	2	95	US
2	2	4	4	4	4	5	3	1	2	1	3	18	1	85	US
5	4	3	2	5	4	5	4	3	3	2	4	22	1	75	US
4	4	2	2	3	4	4	4	2	2	2	2	36	1	90	AE
5	4	1	2	4	5	4	5	1	2	2	2	31	1	100	TR
5	3	1	3	5	4	4	4	4	2	3	3	18	2	90	EG
4	3	1	2	4	4	5	3	1	2	2	2	37	2	80	PL
2	2	4	4	4	2	2	2	5	4	4	4	30	2	80	GB
2	1	4	4	4	2	5	4	2	4	3	4	19	1	78	US
5	5	1	1	1	5	5	5	1	1	1	1	15	1	100	US
4	2	4	4	2	4	4	4	1	2	2	2	23	2	100	IN
5	3	1	2	5	3	5	4	1	5	4	5	21	2	89	ZA
1	1	5	5	5	3	1	3	2	3	4	4	18	1	67	UA
2	4	4	5	4	4	4	5	4	4	4	3	36	1	75	GB
3	2	1	2	4	4	4	4	2	3	2	3	20	1	88	SG
4	5	4	4	1	4	5	4	1	1	2	2	25	1	80	CA
4	5	2	2	1	5	4	5	2	2	2	3	13	2	100	US
3	4	4	4	5	5	2	2	4	3	4	4	22	1	75	A1
4	2	5	5	5	2	4	3	2	2	4	3	18	1	85	GB
4	4	4	4	5	3	4	2	4	4	4	3	18	2	88	US
4	4	2	2	2	5	3	4	2	2	2	2	26	2	80	US
2	1	4	4	5	1	2	2	3	4	3	4	42	1	75	US
4	4	1	1	5	5	4	1	1	2	1	2	43	2	90	US
5	3	2	1	4	4	4	4	2	2	1	3	21	1	85	US
4	3	4	3	3	2	3	4	3	5	3	2	54	2	65	JP
2	1	2	4	5	1	1	2	4	4	4	5	17	2	85	US
1	2	5	2	4	3	3	3	3	4	5	3	18	2	76	US
5	5	1	1	2	4	3	3	2	4	2	2	38	2	90	US
1	1	5	5	5	2	5	2	4	4	5	4	22	2	99	GB
5	4	1	1	1	3	5	4	1	2	2	2	17	1	100	AU
2	4	3	4	4	3	4	3	4	4	2	3	29	2	80	US
4	4	2	2	2	4	4	4	2	2	2	4	18	2	85	US
2	2	4	4	4	2	2	4	4	2	4	2	53	1	80	AU
5	5	1	2	3	5	5	4	3	1	1	2	18	1	95	CA
1	1	5	5	5	4	3	2	4	4	4	4	37	0	60	US
4	4	2	2	4	4	4	3	2	3	2	2	30	2	100	US
3	4	4	2	4	5	5	4	2	2	4	3	22	2	96	US
4	3	2	4	4	2	4	5	2	2	4	4	19	2	85	US
5	5	3	2	4	4	4	4	2	3	2	3	16	2	85	US
4	3	1	2	4	4	4	3	4	1	2	4	25	1	75	IN
4	3	2	3	4	4	5	4	2	2	2	2	17	1	50	SG
5	5	3	2	4	3	3	4	1	3	2	4	14	2	85	US
4	2	1	2	2	5	4	2	4	1	1	2	39	2	100	AU
4	2	3	2	4	4	4	2	2	2	2	2	19	1	100	PH
4	4	2	1	5	4	5	3	4	3	2	3	13	2	95	US
4	5	1	5	5	4	3	5	4	4	4	2	16	1	95	IN
4	1	4	3	4	4	2	3	2	4	4	4	17	1	90	US
4	4	2	1	2	4	5	4	2	1	1	2	50	1	93	US
5	5	5	5	5	5	5	5	5	5	5	5	42	1	99	GB
5	5	1	2	3	4	5	4	2	2	2	2	40	1	85	GI
3	1	2	2	4	2	4	2	2	4	3	4	18	2	100	GB
4	4	1	2	3	4	4	4	1	2	2	4	47	1	84	US
2	5	2	2	3	4	4	2	2	2	2	2	23	2	80	US
1	2	4	4	5	2	3	2	4	4	4	4	20	1	90	MK
4	5	1	3	4	5	4	3	1	1	1	1	16	2	80	US
4	4	1	2	4	4	5	4	1	1	2	3	17	1	50	US
2	2	4	4	5	1	4	3	1	4	5	5	18	1	90	AU
3	1	2	2	2	3	4	4	2	2	2	3	23	2	100	IN
1	1	4	5	5	2	5	1	1	4	4	4	49	2	95	CA
4	4	2	4	5	5	2	2	2	4	4	4	25	1	87	US
4	2	4	3	3	4	4	4	2	2	2	3	38	1	100	US
2	5	5	5	5	2	2	2	5	5	5	2	20	1	100	BD
5	5	1	1	5	5	5	5	1	1	1	1	13	2	100	US
4	3	2	2	4	2	4	4	2	2	2	3	45	2	99	US
4	5	4	2	3	5	5	3	4	2	2	3	20	2	77	US
4	1	2	2	2	4	5	4	5	2	2	4	57	2	95	US
4	3	3	4	2	4	3	2	2	4	3	5	26	2	85	TH
1	1	5	5	4	2	2	3	4	4	5	4	26	1	90	US
4	4	1	1	5	3	5	4	2	4	4	2	16	2	50	BR
4	4	3	2	1	5	3	2	1	2	4	5	17	2	76	US
3	2	4	4	5	4	4	3	4	1	4	3	22	2	100	ZA
5	5	2	2	2	4	4	4	1	1	1	4	20	2	80	NZ
4	4	4	4	4	4	4	3	4	2	2	2	22	1	75	DK
4	2	4	4	2	3	4	3	4	4	4	3	40	1	75	US
4	3	5	4	5	2	4	2	4	4	4	3	17	2	75	GB
5	2	3	2	3	5	4	4	2	4	2	2	15	2	65	US
1	2	4	2	4	2	5	2	1	4	2	4	42	2	80	US
4	1	5	5	4	4	1	3	1	4	3	5	13	1	100	EE
5	5	4	2	3	4	4	2	4	2	1	1	22	1	80	DE
5	4	1	1	4	5	5	5	1	2	2	2	24	1	80	CH
5	4	1	1	2	4	5	5	2	1	1	1	19	2	90	US
4	5	1	2	2	5	5	5	2	1	1	1	30	2	98	US
5	2	1	2	2	5	5	5	1	1	1	2	23	1	80	ZA
4	3	2	2	2	4	4	3	2	2	1	2	54	1	40	GB
4	4	2	1	3	4	4	4	2	2	2	2	38	1	80	GB
5	5	1	1	1	5	5	5	1	1	1	2	29	1	80	US
2	1	4	4	5	1	1	2	4	4	4	3	54	1	95	GB
4	4	3	4	5	5	2	3	4	2	4	3	20	2	80	GB
5	5	1	1	4	5	5	5	1	1	1	1	33	2	90	GB
4	5	2	1	4	4	5	5	2	1	2	4	34	1	90	US
2	3	2	3	3	4	5	3	4	4	4	2	20	1	90	US
4	4	2	2	1	4	4	4	2	2	2	3	20	1	90	GB
5	5	2	1	3	4	5	5	2	1	2	2	17	2	100	US
4	4	4	5	4	3	2	4	4	5	4	2	45	1	100	GB
5	4	4	5	5	4	5	4	1	4	4	5	14	1	95	GB
1	5	2	1	2	4	4	5	1	2	1	2	17	2	90	US
4	4	1	1	2	5	4	3	4	2	2	2	18	2	100	US
2	4	2	4	4	4	2	4	5	2	4	2	25	1	90	GB
5	4	1	1	3	4	5	5	2	2	1	2	15	1	75	US
4	2	1	1	4	4	4	1	1	2	2	2	15	1	100	US
4	4	2	2	3	4	5	4	1	2	2	2	18	2	70	US
2	2	4	2	5	2	4	3	2	2	4	4	29	1	75	CA
4	4	1	1	3	4	4	3	4	2	2	2	52	1	90	US
4	4	4	3	3	2	4	4	4	2	4	4	15	2	67	US
3	4	4	4	2	2	2	2	4	4	3	4	47	1	100	IE
4	2	4	1	4	4	2	3	4	2	1	4	63	2	95	US
5	4	2	2	2	4	4	3	4	4	4	3	34	2	80	GB
4	4	2	4	3	5	4	4	2	2	2	4	14	1	90	PH
4	4	3	4	5	2	4	3	2	4	3	3	15	2	50	SG
4	3	2	2	2	4	4	4	4	4	4	4	39	1	80	AU
1	1	4	5	5	2	2	2	3	4	5	4	33	2	90	RO
4	4	2	4	4	4	4	5	4	4	5	4	36	2	98	US
4	4	4	3	4	3	4	4	4	2	4	4	15	2	75	FR
4	5	3	2	4	4	5	4	5	1	1	5	29	1	75	US
4	3	2	2	4	4	5	4	2	2	2	3	15	2	75	CA
5	5	3	4	4	5	4	4	3	4	5	4	18	2	90	PH
4	3	2	2	2	4	4	3	2	2	2	2	36	2	75	CA
4	2	1	2	4	4	5	4	1	2	1	2	47	1	95	DE
4	4	1	1	4	4	5	5	2	2	4	2	17	1	65	US
5	4	1	2	4	4	5	4	1	1	1	3	28	1	98	US
4	3	2	4	2	2	5	5	2	3	2	2	43	2	90	GB
3	4	1	2	1	4	4	2	3	4	3	2	16	1	95	GB
5	5	1	1	1	5	5	5	1	1	1	1	26	1	100	US
5	1	1	1	4	2	5	1	1	1	4	1	51	2	100	US
4	3	4	2	3	5	4	3	4	3	5	3	25	1	95	GB
5	4	1	2	4	4	4	5	1	1	1	1	19	1	90	BR
5	4	4	4	5	5	5	5	4	1	4	4	20	2	90	PH
5	5	1	1	3	2	4	5	1	1	1	1	17	1	87	US
4	4	2	4	4	4	4	4	4	2	2	4	29	1	95	IN
2	1	5	5	1	1	2	1	5	5	5	5	16	2	100	NZ
1	1	5	5	5	5	1	3	4	4	4	4	22	1	90	GB
1	1	4	4	5	4	4	3	4	5	5	5	28	2	100	US
3	2	4	2	2	4	2	4	4	4	4	4	29	2	90	MY
4	4	1	3	5	4	5	3	1	1	1	3	14	2	100	US
1	1	5	4	4	3	1	2	5	5	4	3	27	3	85	CA
4	2	4	4	2	4	2	3	2	4	4	4	20	1	80	AU
5	4	2	2	3	4	2	4	2	3	2	2	52	2	90	IT
4	3	2	1	4	1	2	3	2	2	3	2	15	2	85	GB
4	4	1	2	1	4	4	4	1	1	2	2	16	1	80	GB
3	2	4	4	4	3	3	3	4	3	4	3	17	2	55	ZA
4	4	4	4	4	1	3	3	4	2	3	2	27	1	80	HU
5	5	4	2	4	5	5	2	1	2	2	1	109	2	100	US
5	3	4	4	4	5	5	5	1	2	2	3	16	1	80	CA
4	4	1	3	4	4	4	4	4	4	4	3	45	1	80	CA
4	5	2	2	4	4	2	4	4	2	2	2	51	1	60	GB
5	5	1	4	4	5	5	5	1	1	2	3	18	2	100	US
4	4	1	1	5	5	5	4	1	2	2	2	20	2	80	US
5	4	1	1	3	5	5	3	1	1	2	3	15	2	80	AU
5	5	2	1	2	5	5	5	2	1	1	1	30	2	90	US
4	3	1	1	4	3	5	4	2	3	1	4	27	2	70	US
4	4	2	4	5	5	5	4	5	5	2	2	19	2	40	US
4	3	4	2	4	4	4	4	2	2	2	4	37	2	75	US
5	3	2	1	4	4	4	3	4	1	2	2	36	2	96	US
5	5	2	2	2	4	5	4	1	2	2	2	32	2	90	AU
4	4	3	4	5	1	1	2	3	5	5	3	21	2	86	IN
4	2	2	2	4	4	2	4	2	2	2	4	49	2	90	AU
4	2	4	5	5	5	5	3	3	5	4	4	19	2	90	PH
2	1	4	3	4	1	4	3	4	5	4	4	20	2	95	AU
4	4	2	3	4	1	2	4	4	3	4	3	22	2	80	AU
4	1	2	2	4	4	4	3	2	2	2	3	21	2	70	ES
4	2	2	4	2	3	4	2	4	2	1	4	30	1	90	US
5	2	1	2	4	5	5	5	3	2	1	5	14	1	100	US
5	4	2	2	4	4	4	5	2	2	2	3	16	2	90	US
5	5	4	2	4	4	4	4	4	2	2	4	34	2	80	IE
5	5	1	1	4	4	4	4	2	1	1	2	21	1	85	US
2	4	2	2	3	4	4	4	4	2	3	2	21	1	60	HU
4	3	2	3	1	4	5	3	2	4	3	1	23	2	95	GB
1	1	5	5	5	1	1	1	5	5	5	5	38	1	100	US
2	1	5	5	5	2	4	4	2	5	4	4	23	1	100	GB
4	3	2	2	1	4	4	3	1	4	2	4	26	1	77	US
5	5	1	1	2	5	4	4	2	2	1	2	47	1	80	GB
5	4	2	2	5	5	5	5	1	2	2	2	20	2	80	A2
4	5	2	3	4	4	5	5	2	2	1	1	18	2	80	SE
4	4	1	2	3	4	4	5	1	2	1	3	18	2	90	US
4	3	2	3	4	4	4	4	2	4	3	3	15	2	75	AU
4	3	3	4	4	2	3	4	3	2	4	3	20	2	90	CA
2	2	4	2	4	4	2	0	4	4	4	4	61	2	96	US
5	4	3	4	5	4	4	3	1	5	4	5	22	2	65	US
5	5	2	1	2	3	3	3	4	2	4	3	24	2	100	US
5	4	2	2	4	4	4	4	2	2	2	3	36	2	95	AU
5	4	2	1	4	4	4	3	1	2	2	3	23	1	75	US
3	4	2	2	2	5	4	3	2	2	2	2	34	2	90	US
3	1	1	2	5	4	5	5	1	4	5	2	20	1	55	AU
5	5	1	2	4	5	5	5	2	2	2	2	19	1	90	MU
2	3	4	3	4	4	5	3	5	4	3	2	21	2	70	PH
2	1	5	5	5	1	1	1	5	5	5	5	28	2	100	US
4	4	2	5	1	5	5	4	1	1	2	4	21	2	90	AU
4	5	2	2	2	4	5	5	2	2	2	4	18	1	80	US
2	4	1	2	5	5	4	3	4	1	4	3	18	2	100	IN
3	4	2	4	4	4	4	4	4	4	2	4	46	2	75	GB
5	5	4	2	4	5	5	5	2	1	2	2	22	2	99	US
5	4	2	1	2	5	5	4	1	1	2	2	15	2	100	GB
4	2	2	2	3	5	4	3	2	2	1	4	35	1	90	US
4	2	2	2	2	4	3	3	4	2	4	4	42	2	55	CA
