Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	age	gender	accuracy	country
4	1	4	4	4	2	4	2	2	4	4	3	46	1	90	AU
2	1	5	5	4	1	2	3	4	4	5	5	20	2	90	US
3	1	5	4	4	4	5	3	4	4	5	4	19	1	75	US
4	4	2	2	4	4	5	4	1	2	2	2	18	1	95	BE
5	5	1	1	3	5	4	3	2	1	1	3	19	1	90	ZA
5	4	4	2	1	4	5	5	1	1	2	2	19	1	87	US
1	3	4	5	5	1	3	4	2	1	3	3	21	2	50	PH
3	2	4	2	4	4	4	2	3	1	2	2	44	1	50	CA
5	2	1	1	1	5	5	5	1	1	1	1	20	1	100	GR
5	5	1	1	2	5	5	5	5	1	1	2	38	1	95	US
5	5	1	3	3	1	4	4	2	2	2	2	19	1	100	US
5	4	2	4	4	5	5	0	0	2	4	2	19	2	80	US
5	5	1	2	4	1	5	5	1	5	5	1	24	1	80	IN
5	5	2	1	5	5	5	0	1	1	1	1	26	2	80	GR
5	5	2	4	4	4	2	5	1	2	2	4	23	1	90	US
4	2	2	2	1	4	5	4	1	2	2	2	43	2	100	US
5	4	2	2	4	4	4	5	2	2	2	1	27	1	80	GB
2	5	5	5	1	1	2	2	4	4	4	4	18	1	85	AU
3	4	2	1	3	3	4	4	2	1	2	4	18	1	75	BR
2	1	4	4	4	2	2	2	4	4	4	5	38	1	99	US
4	2	2	2	3	2	4	2	4	4	2	2	18	2	70	GB
4	1	3	5	4	3	5	3	3	2	3	2	33	1	75	GB
3	4	2	2	5	3	4	3	2	4	4	4	17	1	30	US
5	5	1	1	1	4	5	5	2	1	1	2	14	1	95	US
4	2	1	1	5	4	2	3	1	1	1	2	54	1	94	US
4	4	2	4	4	4	5	4	1	2	2	2	36	2	50	IE
5	4	2	1	2	5	5	5	2	2	1	2	28	1	95	PL
4	3	2	1	3	2	5	2	2	3	4	2	21	1	85	CA
4	5	5	4	5	5	4	4	5	2	2	2	17	1	87	US
1	1	4	5	5	1	3	3	1	3	4	4	24	1	75	CA
5	2	2	4	4	5	5	5	1	1	1	5	57	1	100	US
4	2	4	4	4	5	4	4	2	1	1	4	31	1	70	US
5	4	1	2	4	4	4	3	1	1	1	2	20	1	85	US
4	3	3	2	5	4	4	2	5	4	2	2	16	2	90	US
4	4	4	5	5	5	4	2	4	5	5	3	42	1	80	IN
4	1	5	1	5	5	2	4	4	2	4	1	28	1	80	US
4	4	2	1	2	4	5	4	4	1	2	2	37	1	80	US
5	4	1	2	1	5	5	4	2	2	1	2	24	1	100	US
4	3	3	4	4	4	4	4	2	2	2	4	37	2	90	PL
5	4	1	2	2	4	4	4	1	2	1	1	18	1	85	US
2	2	4	3	4	3	4	2	4	3	4	4	27	2	75	JP
4	1	4	5	5	3	1	2	5	5	5	3	20	1	90	US
3	1	4	5	4	1	1	2	5	4	4	5	19	1	90	US
4	4	4	2	4	4	4	4	2	2	2	2	36	2	75	US
5	4	2	1	2	4	4	4	3	2	2	2	20	2	80	US
3	1	5	4	4	2	4	3	4	4	4	2	20	2	85	US
5	3	4	5	5	2	4	5	4	5	5	4	24	2	95	KE
2	4	4	4	5	2	3	2	5	5	4	5	17	3	98	US
4	2	2	1	4	4	5	4	3	3	4	2	16	1	40	US
5	3	2	2	5	4	5	5	4	1	1	3	32	2	89	US
2	1	4	4	4	1	1	2	2	3	5	3	45	2	80	US
5	3	3	2	4	5	5	5	3	3	3	2	18	1	75	US
4	4	5	5	5	5	4	2	2	2	2	4	16	2	100	CA
5	5	5	3	5	5	3	5	5	5	5	5	56	1	100	US
5	4	1	1	4	5	1	4	5	2	2	5	33	1	80	IL
4	3	1	2	4	4	1	4	1	1	1	2	48	1	80	CA
5	5	1	2	2	1	4	4	2	1	2	2	26	1	95	US
4	4	1	1	2	4	5	4	1	1	2	2	20	2	90	US
5	4	1	3	2	2	4	4	2	2	4	2	19	1	90	AU
4	2	4	4	1	5	5	2	3	2	4	4	22	1	90	HR
5	5	1	1	4	4	4	5	1	2	2	1	20	2	80	CZ
5	5	1	1	5	5	4	3	1	2	2	2	26	1	100	CR
5	5	2	1	1	5	3	4	1	1	1	4	33	1	85	US
4	3	1	1	1	5	4	4	1	2	2	3	27	1	95	US
5	5	1	2	1	5	5	5	1	1	1	1	26	1	95	US
5	5	2	2	2	5	4	4	1	1	1	2	18	1	91	US
5	5	2	2	4	4	2	3	2	2	2	2	22	1	70	US
4	4	1	1	2	5	4	5	3	1	1	4	57	1	100	US
3	2	4	4	3	4	4	4	4	5	2	5	14	2	80	NZ
1	2	2	4	4	4	2	2	4	5	5	3	20	1	80	FI
5	5	2	1	2	4	4	5	2	1	2	1	26	1	95	US
5	4	1	2	4	5	4	4	1	1	1	2	34	1	90	CA
4	4	2	3	4	4	4	4	4	2	3	4	18	1	70	US
4	5	2	1	5	5	4	5	4	5	2	3	17	2	98	US
4	4	3	4	4	5	5	5	2	2	2	3	20	2	80	US
5	5	3	3	5	3	5	3	5	3	3	3	26	1	99	US
3	4	1	1	4	5	5	5	1	1	1	2	26	2	100	AU
4	4	2	2	2	4	4	5	2	4	2	2	20	1	86	LU
4	3	2	2	4	4	3	4	2	3	3	3	22	1	80	AR
4	1	4	2	4	5	5	4	4	2	3	2	35	2	100	US
1	1	5	5	5	1	2	1	5	5	4	5	14	2	87	GB
4	4	1	1	4	4	4	4	1	2	1	4	27	2	95	BR
5	4	3	2	2	4	4	3	4	3	4	5	38	1	90	US
1	1	5	5	4	2	3	4	5	5	4	5	17	2	80	MY
4	3	4	2	5	2	3	4	5	5	4	5	37	1	90	US
4	4	2	4	2	4	5	4	2	4	2	4	26	2	100	US
4	3	2	1	4	5	5	5	2	3	2	4	23	1	100	SE
1	1	4	5	4	4	5	4	4	4	2	5	26	2	99	US
2	1	4	3	5	2	4	4	3	4	4	3	25	1	80	US
5	4	3	2	5	4	4	4	3	3	4	4	15	1	90	AU
4	2	4	4	3	2	3	2	2	2	2	4	41	2	85	US
4	3	3	2	2	5	4	5	4	2	2	1	16	2	91	US
4	4	3	4	5	3	4	4	3	3	4	4	18	2	78	BN
4	3	2	4	4	4	5	2	4	3	4	2	51	2	85	US
2	2	4	4	4	3	2	2	3	4	4	4	27	2	90	CA
4	5	1	5	5	5	5	1	5	1	5	3	19	1	90	PR
2	4	3	4	2	4	2	2	4	3	4	4	23	2	80	US
5	5	2	1	1	5	1	3	4	1	1	4	16	2	90	CA
3	2	2	2	4	4	4	3	4	2	2	4	58	1	90	US
5	4	2	1	2	5	5	5	1	1	1	2	42	2	90	US
4	1	5	5	5	2	2	1	4	4	4	5	39	1	90	US
4	4	2	2	1	4	2	2	1	4	4	4	56	1	50	US
4	3	2	2	3	4	4	4	2	4	3	3	38	2	75	US
4	4	5	5	5	4	3	4	3	2	2	2	19	2	80	US
4	5	1	1	4	5	5	5	1	1	1	2	60	1	95	US
4	2	4	2	4	3	3	2	4	4	4	4	45	1	75	UA
4	4	2	4	2	4	2	1	1	1	1	1	47	1	98	US
1	1	5	5	4	1	4	1	4	5	5	5	25	1	90	IE
4	1	4	4	4	3	1	2	5	4	4	5	15	1	87	US
2	2	4	4	3	3	2	2	4	4	4	4	52	1	80	GB
5	5	1	1	4	4	5	4	1	2	2	2	51	2	100	GB
2	4	4	4	5	2	2	4	5	4	4	5	43	2	90	US
5	4	4	4	5	4	5	5	2	5	2	4	19	1	80	MY
4	5	4	1	3	2	5	5	3	4	1	3	23	2	90	US
5	5	1	2	4	4	1	5	5	5	1	4	46	2	90	GB
2	1	5	5	5	2	1	1	5	5	5	5	26	1	100	US
5	4	2	2	5	4	5	2	5	2	2	3	19	1	66	US
4	3	4	2	5	2	2	2	4	5	5	4	33	3	95	DE
4	4	2	2	1	4	3	3	2	4	2	2	21	2	85	NL
4	2	3	4	4	2	1	3	4	4	4	3	27	1	75	US
2	2	4	4	4	3	3	4	2	2	4	4	21	1	100	AU
2	1	4	4	4	3	4	3	4	4	3	2	23	1	92	GB
5	5	2	2	2	5	4	3	1	2	2	2	16	1	90	US
4	4	4	2	4	4	5	5	2	1	3	2	20	2	95	US
4	4	2	1	4	5	4	4	4	1	2	4	19	2	86	MY
4	3	2	5	4	5	2	4	2	2	4	3	37	2	85	US
4	4	2	2	1	5	4	3	4	1	2	2	44	1	100	GB
5	5	1	4	4	5	5	5	1	1	1	2	44	2	97	US
4	3	4	3	4	4	4	4	4	4	3	3	25	2	80	US
5	5	5	2	2	3	5	4	1	1	1	4	21	2	90	US
5	2	4	4	4	4	5	3	1	2	4	3	17	1	90	US
5	5	2	1	4	4	4	4	3	2	2	2	23	2	90	HK
5	2	4	4	5	3	4	5	3	2	2	4	19	2	100	PH
5	5	1	1	1	5	5	5	1	1	1	3	26	1	85	US
4	3	2	2	2	4	4	4	1	4	4	4	31	2	80	AL
2	1	4	3	4	4	4	5	4	4	3	3	20	1	60	US
1	5	5	5	4	3	2	2	5	2	4	5	26	1	90	US
4	4	2	2	5	4	5	4	2	4	4	4	38	1	80	US
5	5	2	2	5	4	5	5	1	2	2	1	17	2	95	GB
5	5	2	1	4	4	4	4	4	2	1	1	29	2	88	US
4	3	3	5	2	4	5	4	2	2	2	2	35	1	80	US
4	4	4	2	4	3	4	4	4	4	4	3	46	2	99	US
4	2	4	4	5	2	5	3	1	3	2	4	27	2	80	US
3	2	4	4	3	4	4	4	2	2	2	3	26	2	99	US
2	1	5	5	5	2	4	2	2	5	5	5	60	1	70	US
1	1	4	4	4	4	2	4	4	4	4	4	31	2	90	US
5	4	1	1	4	5	5	5	1	1	1	1	15	1	90	US
2	1	4	2	4	5	4	5	2	1	1	3	31	2	70	US
5	4	1	1	2	4	4	5	2	1	3	2	47	2	90	US
5	5	1	1	2	5	5	5	1	1	1	1	16	2	80	US
4	2	2	2	2	2	4	3	2	2	2	4	49	1	80	US
4	3	4	4	4	4	5	4	1	2	2	2	26	1	80	US
4	5	1	1	1	5	5	5	1	1	1	2	35	2	99	FR
4	4	4	2	4	4	4	5	2	2	1	1	22	1	50	NZ
4	2	4	3	4	2	4	4	1	3	4	2	24	2	60	AU
4	4	2	2	4	4	5	3	2	2	2	2	50	2	90	US
4	3	2	2	4	4	4	3	2	3	2	2	41	1	80	GB
5	5	1	2	2	5	5	4	1	1	2	4	24	2	100	US
4	2	4	4	4	5	5	5	5	5	4	2	35	2	75	US
4	1	4	4	5	2	5	3	4	4	4	4	20	1	75	US
2	1	4	4	5	4	4	3	2	2	2	4	47	1	80	US
4	3	1	2	4	3	5	4	2	2	1	1	16	1	68	US
4	4	1	1	2	4	4	4	1	1	2	2	34	1	100	US
4	2	2	2	5	4	5	4	2	1	1	2	47	2	100	US
4	1	5	5	5	4	2	1	5	5	5	5	22	1	70	LV
5	5	1	1	1	5	5	5	1	1	1	1	34	1	90	US
4	4	2	2	3	4	4	4	2	2	2	3	29	1	80	US
4	4	2	1	4	4	4	4	2	2	2	2	40	2	100	US
5	5	4	3	5	1	5	5	3	1	1	3	19	2	100	US
1	1	4	4	2	4	4	4	2	2	4	4	38	2	90	US
4	3	4	4	2	2	4	3	2	4	4	3	38	2	100	GB
5	5	1	1	4	4	5	5	2	1	1	4	24	1	100	US
4	4	2	2	4	2	4	4	2	4	4	4	19	2	80	US
4	3	4	4	4	3	4	4	3	4	4	3	24	1	40	US
2	1	4	4	4	2	4	3	4	2	4	4	28	2	99	JP
2	2	4	3	3	2	4	3	4	3	3	3	35	2	80	US
2	4	1	1	4	5	5	4	1	1	1	1	43	1	90	US
4	4	1	4	4	4	2	4	2	2	4	4	41	2	100	US
4	3	1	2	2	5	4	4	3	4	2	2	31	1	85	US
5	5	1	4	2	5	5	5	4	1	2	4	30	2	85	US
1	1	4	5	5	1	4	1	2	5	5	5	23	2	98	US
2	1	4	4	3	3	4	2	2	2	2	3	23	2	90	US
3	1	4	4	5	4	4	5	1	2	2	4	18	2	75	GB
4	5	2	4	5	4	4	4	2	1	2	3	21	1	95	US
3	4	2	4	2	5	5	5	4	1	1	3	16	2	70	GB
4	4	2	1	3	5	5	4	1	1	2	3	30	2	90	US
1	1	5	4	5	1	4	2	2	3	5	5	14	2	80	US
4	5	1	1	4	4	5	5	1	1	1	2	34	2	90	US
3	4	2	2	2	4	5	5	2	2	2	5	45	1	90	US
4	2	4	5	5	5	4	3	2	1	4	4	22	2	99	US
1	1	5	5	4	2	2	3	4	4	4	4	16	1	85	US
4	4	1	1	2	4	5	2	1	1	1	1	19	2	85	GB
4	4	3	2	2	4	2	4	4	2	3	1	32	1	90	DE
4	2	1	4	4	4	5	4	1	2	2	4	41	1	90	US
3	2	4	3	4	4	3	4	2	2	4	2	31	2	85	NZ
4	3	1	1	4	5	5	4	2	3	1	2	28	1	80	CO
1	1	5	5	5	1	1	1	5	5	5	5	18	1	80	CA
5	5	1	1	1	5	5	5	1	1	1	1	32	1	100	US
2	2	3	2	2	2	2	2	2	4	3	4	50	1	90	US
5	4	1	1	5	5	5	4	1	2	1	2	24	1	100	IE
1	2	5	5	3	1	1	2	5	5	4	5	30	1	100	US
5	5	2	3	4	4	5	5	1	4	4	2	15	1	90	US
4	2	4	5	5	2	4	1	4	4	4	4	32	1	87	US
5	5	1	4	4	5	5	4	1	1	2	3	32	1	100	US
4	2	4	4	4	2	2	2	4	4	4	4	54	1	100	US
4	4	1	2	2	4	4	4	1	1	1	1	29	1	100	US
5	4	1	1	4	5	5	4	1	1	1	2	48	1	60	US
3	2	4	4	4	4	4	5	2	1	1	3	14	2	97	US
4	2	4	4	4	3	2	2	4	4	4	4	32	1	100	US
5	4	2	2	3	4	4	4	3	2	2	1	46	1	70	US
5	4	2	1	2	2	5	3	1	2	1	3	16	2	80	US
4	4	2	2	2	4	4	4	2	2	2	2	43	1	95	US
4	4	1	2	4	5	2	5	2	2	1	2	32	1	80	US
4	4	1	1	4	4	5	4	2	1	2	2	45	1	90	AU
1	3	5	5	4	2	2	3	3	4	5	4	20	2	90	AT
5	5	4	2	4	5	5	5	5	2	2	1	60	1	80	GB
4	3	4	3	4	1	3	4	3	2	2	3	17	2	100	US
5	5	2	1	3	2	5	2	1	1	2	2	20	2	90	CA
3	3	2	1	4	3	5	4	3	1	1	3	25	2	45	US
4	3	2	2	4	3	5	2	2	3	3	4	13	2	70	GB
3	3	3	2	3	4	3	3	3	2	3	2	20	1	30	GB
4	4	4	2	2	4	5	5	2	1	2	3	20	2	60	US
5	4	1	4	4	4	5	4	3	3	2	2	47	2	100	US
4	5	4	5	5	5	5	5	1	3	3	3	20	1	90	US
4	4	2	2	4	5	4	4	3	2	2	4	20	2	98	US
5	5	2	2	4	5	5	4	1	2	2	5	16	1	96	US
4	4	2	1	5	4	4	4	3	2	2	4	24	1	90	PT
3	5	5	4	3	2	1	3	2	4	4	3	22	2	80	TR
4	5	5	2	5	2	5	5	4	1	1	5	22	2	70	SE
2	1	2	2	3	4	4	3	2	3	3	4	18	2	90	US
2	1	5	4	1	2	2	2	5	4	4	4	30	2	90	AU
3	3	4	2	3	4	5	3	2	2	3	4	26	2	85	US
5	4	2	1	2	4	3	2	2	2	1	2	54	1	95	US
4	4	1	1	1	4	5	4	1	1	1	1	33	2	100	US
2	2	4	4	4	2	4	2	4	4	4	4	38	1	90	DE
5	5	1	1	4	5	5	5	2	1	1	2	17	1	90	US
5	5	2	2	4	4	3	5	1	1	2	2	29	1	95	IN
4	4	3	4	1	5	4	4	5	1	3	2	39	1	100	CA
5	2	1	1	4	5	5	5	1	1	1	1	42	1	100	US
2	1	4	4	3	2	4	3	4	3	5	4	29	1	75	US
5	5	1	2	4	4	5	5	1	1	1	2	34	1	77	US
5	5	1	1	3	5	5	5	1	1	1	1	23	1	97	AU
4	3	2	1	3	4	4	3	2	3	3	3	44	1	50	TT
5	5	1	1	2	4	5	5	1	1	3	2	27	2	92	HU
4	4	1	2	4	2	4	5	1	2	2	2	24	2	80	US
4	2	2	2	3	5	4	3	2	2	1	4	42	0	75	US
5	1	4	5	1	5	5	5	1	1	1	5	32	2	99	IN
4	2	4	2	3	2	4	4	4	2	2	2	27	1	90	US
4	3	4	4	4	4	4	3	2	2	2	3	23	1	70	IN
4	4	2	3	4	4	5	3	1	3	4	3	27	2	90	FI
2	2	4	4	4	4	4	3	4	3	5	4	100	2	80	US
4	4	4	2	5	3	5	4	1	2	2	4	19	2	99	US
5	5	2	2	4	5	5	4	3	3	2	2	30	1	75	AR
4	4	4	2	4	2	4	4	2	4	4	3	20	1	85	NZ
4	2	2	5	4	5	5	4	1	1	2	3	19	2	80	PH
4	4	5	4	5	2	2	2	4	4	4	3	22	1	65	US
4	4	1	1	3	4	5	5	2	1	1	3	44	2	100	US
5	5	1	2	2	5	5	5	1	1	2	1	35	1	85	FI
3	4	5	4	3	4	4	2	4	3	3	4	17	1	50	GT
1	4	4	4	1	4	2	4	4	2	2	4	55	2	80	US
1	1	4	4	4	2	4	4	4	2	4	4	26	2	90	US
2	1	4	4	4	2	2	4	4	5	3	2	19	2	90	US
4	3	2	4	2	4	2	4	2	2	4	2	35	1	50	US
4	3	2	2	1	4	4	5	2	4	1	2	25	2	75	ID
4	5	2	2	2	5	5	5	2	1	2	2	23	1	85	GB
5	4	2	2	4	4	4	4	2	2	2	2	30	2	90	PH
5	4	2	1	2	4	5	4	1	2	2	2	25	1	80	GB
2	1	2	2	5	2	4	4	1	4	4	2	19	1	99	US
4	2	4	5	5	2	2	1	5	5	5	5	34	2	100	US
4	4	2	2	4	3	4	4	3	3	3	4	19	1	50	US
4	4	1	1	4	5	4	3	2	2	2	3	33	1	75	US
4	5	1	2	4	5	5	4	2	1	1	4	23	2	90	GB
5	3	1	1	3	4	3	3	1	1	1	3	29	1	70	AR
5	5	4	1	4	5	5	4	3	4	2	3	24	2	100	US
4	4	4	5	4	4	2	3	4	5	4	3	17	2	70	NZ
5	3	2	4	5	2	5	3	1	4	2	4	14	1	90	US
4	4	1	1	1	5	5	5	1	1	1	1	35	2	90	CA
3	4	2	3	1	4	5	3	2	2	2	2	16	2	97	US
4	1	1	4	1	4	1	3	4	2	5	5	30	1	90	PK
1	1	5	5	5	2	2	2	5	5	5	5	29	2	100	US
5	4	1	4	2	5	5	4	1	1	2	2	23	1	100	US
1	2	5	5	4	5	5	3	2	1	5	5	22	1	100	US
5	5	1	1	2	5	5	5	5	1	5	5	25	2	100	US
3	3	3	1	3	5	4	3	5	1	2	3	19	1	90	US
4	3	3	4	4	4	4	3	4	3	3	3	22	2	70	US
5	5	1	2	4	4	2	4	4	1	2	4	34	1	75	GB
4	4	2	3	5	5	4	4	4	5	3	2	18	1	85	US
5	5	1	1	1	5	5	5	1	1	1	1	25	1	95	US
4	5	2	2	4	4	3	4	1	3	2	3	31	2	75	US
5	4	2	4	2	5	5	5	2	1	1	2	23	2	100	CA
2	2	4	2	4	3	4	3	1	2	3	3	17	1	40	US
5	4	2	1	2	5	5	5	1	1	2	1	23	2	100	CA
1	1	5	5	5	3	1	1	5	5	5	4	18	2	85	US
5	4	1	1	1	4	5	4	1	1	1	1	28	2	100	US
5	4	4	4	4	5	4	5	1	1	1	2	24	1	95	SE
5	2	2	1	4	5	4	4	2	2	1	3	22	1	80	BR
4	3	2	5	4	4	4	3	4	4	5	3	15	1	95	US
1	1	5	5	5	1	1	1	5	5	5	5	22	2	100	US
4	4	2	2	3	4	4	3	2	2	2	2	46	1	90	GB
4	3	4	4	5	4	5	1	1	2	3	3	22	1	50	US
4	5	1	1	1	5	5	5	1	1	1	1	18	1	90	US
1	1	5	5	5	1	2	1	4	5	5	5	21	1	99	US
5	3	2	1	3	4	4	1	1	1	1	1	36	2	92	US
4	5	1	2	4	4	5	3	2	3	1	1	28	2	85	BR
4	5	2	2	2	4	5	4	2	2	1	1	42	2	85	RO
2	2	4	4	5	3	1	2	5	4	4	4	25	2	90	US
2	4	4	5	5	1	1	1	5	2	5	5	22	2	89	BR
4	4	1	2	3	5	5	4	1	1	1	3	54	1	95	CA
5	5	1	2	3	4	5	3	5	2	1	2	34	1	60	JP
2	2	3	4	5	2	2	4	4	2	4	4	24	1	90	US
4	3	2	1	1	5	4	5	1	1	2	2	18	1	100	US
4	4	2	2	5	2	4	4	1	2	4	4	19	1	85	US
5	4	3	2	4	5	4	3	3	3	3	3	22	2	98	US
5	4	2	3	4	4	5	3	2	2	3	2	32	1	85	US
4	5	1	2	2	5	4	5	1	1	1	2	23	1	80	US
5	5	2	2	3	4	5	3	2	1	2	1	32	1	88	US
4	4	2	3	4	4	4	4	2	2	3	2	19	2	75	US
4	4	2	1	3	4	5	5	2	1	2	2	20	2	87	GB
4	4	1	2	4	5	4	3	2	1	2	3	20	2	90	US
5	5	1	1	1	5	5	4	1	2	1	2	19	2	98	US
4	2	3	4	4	4	4	2	2	2	2	4	21	2	80	US
4	3	2	2	4	4	5	2	1	4	2	3	23	1	80	US
4	4	1	2	4	4	5	5	2	2	2	3	22	1	50	DE
4	4	2	4	4	4	4	2	4	2	4	2	19	2	87	US
4	3	1	2	1	5	5	5	2	2	1	4	19	2	78	US
5	5	1	1	4	5	5	2	2	1	2	3	20	2	97	US
4	4	2	1	5	2	2	4	4	4	2	4	22	1	75	GB
4	3	4	4	2	2	4	5	4	2	4	4	23	2	80	US
2	5	5	4	4	2	1	2	5	5	5	5	22	2	90	CO
5	5	2	1	4	4	2	5	2	2	2	1	25	1	70	CN
4	4	2	2	4	4	4	3	3	3	2	3	51	1	90	GB
5	4	4	3	3	4	4	2	3	4	4	4	19	2	80	US
5	4	1	1	1	5	5	5	1	1	1	1	20	2	100	US
4	2	4	3	4	2	4	4	3	4	4	4	19	2	95	US
5	5	2	1	2	5	4	4	2	2	2	2	30	2	100	US
3	4	1	1	5	5	5	3	1	1	2	1	18	2	75	US
4	4	1	1	4	4	5	5	1	1	1	2	19	2	100	US
4	2	1	4	3	4	5	3	2	1	1	3	19	2	70	US
5	4	3	2	4	5	4	4	2	1	2	2	34	1	90	IE
5	4	2	2	2	4	4	3	2	2	2	2	21	2	95	US
5	4	4	2	4	5	5	5	1	1	2	4	28	2	80	US
2	4	3	4	1	4	5	5	1	4	1	1	20	1	95	US
4	2	1	4	4	4	4	2	4	2	2	2	47	2	85	US
5	5	2	2	4	4	4	4	3	1	1	2	24	1	90	US
1	3	5	5	5	5	5	3	1	1	5	5	24	2	100	AU
4	4	1	2	2	4	4	4	1	2	1	1	39	1	80	AU
4	4	4	4	4	2	4	3	4	4	4	4	43	2	60	US
2	1	3	4	4	3	4	4	2	2	4	2	20	2	50	SG
4	4	2	1	4	5	5	5	1	2	2	3	29	1	98	US
2	2	4	3	2	4	4	3	2	2	2	2	42	2	80	US
4	2	1	2	3	4	5	4	1	2	1	3	28	2	95	US
4	4	3	2	2	3	4	3	2	3	4	4	29	1	80	US
5	4	1	1	1	4	5	3	1	4	2	3	17	2	99	US
4	4	1	1	1	4	5	3	2	2	2	2	43	2	90	NZ
2	4	5	5	4	4	5	2	4	5	5	4	17	1	100	AU
4	5	2	1	2	4	4	3	2	1	2	2	29	1	90	IN
3	4	1	4	3	4	5	3	2	2	2	3	42	2	99	US
5	5	2	2	4	5	4	3	1	2	1	2	19	2	90	VE
2	1	4	5	5	2	4	3	5	5	3	2	15	2	90	US
4	2	3	2	4	2	4	3	2	2	2	4	24	1	90	US
4	2	4	1	2	4	5	2	1	1	1	4	23	1	98	CA
5	4	3	4	3	4	5	5	4	3	3	4	15	1	100	BG
4	4	3	2	4	4	4	4	2	2	2	3	14	2	80	US
4	5	1	2	2	5	5	5	1	1	1	1	23	2	80	RO
3	1	4	4	3	2	2	4	5	5	4	3	22	1	65	RO
5	4	1	2	2	4	5	4	1	2	1	2	17	2	90	GB
1	1	1	1	2	3	3	3	2	2	2	4	42	2	80	CA
4	3	4	4	4	4	4	2	4	2	4	3	22	1	60	IN
5	4	1	1	2	4	4	5	2	1	1	2	32	1	90	HR
4	4	3	2	4	4	5	4	2	2	2	3	23	1	70	NZ
3	1	2	4	4	1	4	4	2	4	4	4	54	1	95	ZA
2	1	4	4	4	4	4	3	4	4	4	4	51	2	75	US
4	4	2	2	4	4	4	4	1	2	2	2	52	1	100	US
4	5	4	2	2	4	4	2	4	3	2	4	47	2	99	US
5	4	1	1	4	5	5	5	3	2	1	3	22	1	90	NL
5	4	3	2	2	4	5	4	4	2	2	1	34	1	95	US
4	5	1	2	1	5	5	4	2	2	1	3	44	1	70	GB
4	1	3	2	2	4	4	2	2	2	3	3	49	2	100	US
4	2	3	3	4	2	4	4	2	2	4	4	32	1	90	US
5	5	1	1	1	1	1	1	1	1	1	1	23	2	100	CA
2	4	3	5	5	3	4	1	5	4	2	2	27	2	40	CZ
2	1	4	2	2	4	4	4	2	2	4	4	20	2	85	US
4	4	2	1	5	4	4	4	2	4	2	2	21	2	80	EG
4	4	4	4	5	4	5	3	4	2	3	3	14	2	55	US
5	5	1	2	2	5	4	2	4	1	5	2	36	1	90	CA
2	1	4	4	4	1	4	2	4	5	4	3	52	2	80	US
4	1	5	5	5	1	4	2	4	5	5	3	18	1	100	AU
4	4	2	1	4	4	5	4	1	2	2	4	57	2	99	US
5	4	2	2	3	4	5	5	2	2	4	3	18	1	90	GB
5	5	1	2	2	5	5	5	1	1	1	1	21	1	80	IN
4	2	4	4	2	4	4	3	2	4	2	4	23	1	100	US
3	2	4	1	1	2	4	4	2	4	2	4	56	1	90	US
4	2	2	2	4	2	4	4	4	2	2	2	14	3	60	TH
2	4	4	4	5	2	4	2	4	4	4	2	24	2	70	ZA
4	5	2	2	4	4	5	5	2	2	2	3	40	1	100	HR
5	4	3	3	4	3	1	3	5	4	5	5	24	1	80	LV
2	2	2	2	3	5	4	1	1	2	2	2	19	1	60	AU
5	4	1	1	1	5	5	5	1	1	1	1	26	1	100	US
3	4	4	2	3	5	5	4	4	1	3	3	56	1	90	US
4	4	3	3	4	4	4	4	3	3	3	3	19	1	100	US
1	1	2	4	5	4	5	2	1	2	2	2	63	2	50	US
4	2	4	4	5	5	2	2	5	4	5	5	48	2	90	GB
4	2	4	4	4	0	2	3	2	4	4	5	35	2	10	AU
3	5	5	5	5	5	5	5	2	1	5	3	45	2	90	PK
4	3	2	4	5	1	5	3	2	2	5	3	18	2	88	US
4	4	2	2	1	5	5	4	1	1	1	3	41	1	90	US
4	1	4	5	4	1	2	2	4	3	4	4	28	1	95	US
4	3	2	3	3	4	4	4	2	2	2	3	24	1	85	US
2	1	2	5	4	1	4	3	2	4	4	3	21	1	90	CA
5	3	1	2	5	4	5	2	2	4	4	4	43	1	98	CY
4	3	2	3	2	4	4	4	2	2	2	2	18	2	90	PH
2	1	4	2	5	1	2	2	4	4	4	3	32	1	80	US
5	5	1	2	1	4	5	5	1	1	1	4	33	2	80	US
4	4	1	2	4	4	5	4	1	2	1	2	30	1	90	A2
4	4	1	1	3	5	5	4	4	2	1	3	25	2	90	US
1	2	4	5	2	4	2	2	4	4	4	5	53	1	95	CA
5	4	4	4	4	4	4	4	3	3	4	4	18	2	50	ES
5	4	1	1	1	5	5	3	1	1	2	2	27	2	95	US
4	4	3	2	1	5	5	4	3	2	2	2	38	1	85	US
4	4	4	2	2	4	4	1	1	1	2	3	43	1	90	CA
5	3	2	3	4	4	5	5	2	1	1	4	17	1	70	US
2	4	5	4	4	4	4	2	2	5	5	4	40	2	80	AU
2	2	4	4	4	4	4	3	4	3	4	4	19	1	80	FI
3	4	4	2	2	4	4	5	3	2	2	2	29	2	85	US
4	4	1	1	1	3	4	4	2	1	1	1	58	2	90	GB
5	4	2	2	2	4	4	5	1	2	4	4	44	2	85	US
5	4	4	2	5	5	4	5	4	4	2	2	25	2	75	CA
2	1	4	4	4	4	5	4	1	2	2	3	34	2	85	US
5	4	1	1	4	2	5	5	2	3	2	3	18	1	65	US
